Country,ISO3_Code,Region,Income_Group,Year,Crop,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,Fertilizer_Use_Kg_Ha,Irrigation_Pct,Notes,_source_file,_source_name,_extracted_at,_row_num,_cleaned_at
France,FRA,Europe,High income,2018,Maize,2125943.0,26353272.33,12396.04,240.6,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,504,2026-01-14T09:30:34.632836
Canada,CAN,North America,High income,2018,Soybeans,2917566.0,13543227.42,4641.96,170.79,47.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,505,2026-01-14T09:30:34.632836
Kenya,KEN,Sub-Saharan Africa,Low income,2002,Maize,539198.0,1461562.9,2710.62,26.9,8.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,506,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,1996,Wheat,4067119.0,20298190.31,4990.8,106.86,35.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,507,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,1992,Wheat,1114945.0,3212505.38,2881.31,31.33,8.2,Estimated value,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,508,2026-01-14T09:30:34.632836
Germany,DEU,Europe,High income,2003,Soybeans,2415709.0,10023121.25,4149.14,151.05,38.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,509,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,1997,Soybeans,1385925.0,4201420.73,3031.49,52.88,14.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,510,2026-01-14T09:30:34.632836
France,FRA,Europe,High income,2004,Wheat,2387291.0,15351446.33,6430.49,136.58,53.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,511,2026-01-14T09:30:34.632836
Ukraine,UKR,Europe,Lower middle income,2014,Maize,452495.0,3585802.38,7924.51,69.1,13.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,512,2026-01-14T09:30:34.632836
Vietnam,VNM,Southeast Asia,Lower middle income,2022,Rice,4008486.0,28053579.76,6998.55,101.91,11.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,513,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,2001,Rice,1767885.0,15218875.47,8608.52,152.8,53.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,514,2026-01-14T09:30:34.632836
Pakistan,PAK,South Asia,Lower middle income,1994,Soybeans,3596475.0,12131583.9,3373.19,57.71,20.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,515,2026-01-14T09:30:34.632836
Philippines,PHL,Southeast Asia,Lower middle income,1996,Rice,3205072.0,15524696.1,4843.79,70.24,20.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,516,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,2012,Maize,2601294.0,24309065.82,9344.99,115.79,46.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,517,2026-01-14T09:30:34.632836
United Kingdom,GBR,Europe,High income,1991,Soybeans,3831151.0,9992907.24,2608.33,,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,518,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,1999,Soybeans,2873921.0,11165799.35,3885.21,75.32,25.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,519,2026-01-14T09:30:34.632836
South Korea,KOR,East Asia,High income,2001,Soybeans,5013592.0,22644168.57,4516.56,124.21,43.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,520,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,2022,Soybeans,1260095.0,3809164.89,,73.4,26.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,521,2026-01-14T09:30:34.632836
Uganda,UGA,Sub-Saharan Africa,Low income,2019,Wheat,1117716.0,4559985.66,4079.74,13.5,9.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,522,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2001,Maize,1537035.0,10629456.35,6915.56,116.46,22.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,523,2026-01-14T09:30:34.632836
India,IND,South Asia,Lower middle income,2004,Soybeans,5330384.0,18538946.97,3477.98,74.36,26.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,524,2026-01-14T09:30:34.632836
Myanmar,MMR,Southeast Asia,Low income,2002,Rice,1359673.0,5009860.07,3684.61,30.93,10.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,525,2026-01-14T09:30:34.632836
China,CHN,East Asia,Upper middle income,2000,Soybeans,3329725.0,8020868.71,2408.87,139.72,38.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,526,2026-01-14T09:30:34.632836
United States,USA,North America,High income,2002,Soybeans,5372618.0,23371732.22,4350.16,159.11,72.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,527,2026-01-14T09:30:34.632836
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2019,Maize,3146686.0,39940667.05,12692.93,143.89,28.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,528,2026-01-14T09:30:34.632836
Malawi,MWI,Sub-Saharan Africa,Low income,2001,Maize,1810137.0,9693368.6,5355.05,24.43,10.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,529,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,2020,Soybeans,1874567.0,10605305.12,5657.47,254.61,46.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,530,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,2023,Soybeans,1962415.0,6026116.68,3070.77,76.62,26.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,531,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,2023,Wheat,1034084.0,3110017.77,3007.51,27.39,5.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,532,2026-01-14T09:30:34.632836
Bangladesh,BGD,South Asia,Lower middle income,2011,Wheat,1537414.0,6562626.05,4268.61,79.7,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,533,2026-01-14T09:30:34.632836
Uganda,UGA,Sub-Saharan Africa,Low income,2014,Maize,546981.0,3425572.78,6262.69,22.81,15.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,534,2026-01-14T09:30:34.632836
Thailand,THA,Southeast Asia,Upper middle income,1992,Wheat,1258321.0,5232826.39,4158.58,110.82,23.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,535,2026-01-14T09:30:34.632836
Uganda,UGA,Sub-Saharan Africa,Low income,2008,Maize,2764837.0,18328479.72,6629.14,25.16,11.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,536,2026-01-14T09:30:34.632836
Germany,DEU,Europe,High income,2005,Soybeans,3003785.0,13917798.41,4633.42,129.75,22.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,537,2026-01-14T09:30:34.632836
Bangladesh,BGD,South Asia,Lower middle income,2016,Soybeans,4602315.0,15061496.69,3272.59,96.0,36.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,538,2026-01-14T09:30:34.632836
India,IND,South Asia,Lower middle income,1996,Maize,3482608.0,17148358.8,4924.0,76.7,22.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,539,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,1996,Rice,1344112.0,11122465.59,8274.95,160.21,41.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,540,2026-01-14T09:30:34.632836
Tanzania,TZA,Sub-Saharan Africa,Low income,2007,Wheat,231097.0,930681.09,4027.23,28.18,12.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,541,2026-01-14T09:30:34.632836
Mexico,MEX,Central America,Upper middle income,2004,Maize,369370.0,3030573.45,8204.71,107.51,29.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,542,2026-01-14T09:30:34.632836
Thailand,THA,Southeast Asia,Upper middle income,1993,Maize,5468663.0,22485881.79,4111.77,65.13,38.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,543,2026-01-14T09:30:34.632836
Thailand,THA,Southeast Asia,Upper middle income,1991,Rice,2359656.0,10889767.93,4614.98,58.38,42.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,544,2026-01-14T09:30:34.632836
India,IND,South Asia,Lower middle income,1991,Maize,1440621.0,7479680.35,5191.98,74.79,12.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,545,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,2019,Soybeans,4057973.0,22222852.49,5476.34,236.92,67.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,546,2026-01-14T09:30:34.632836
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1990,Maize,2153002.0,11507205.07,5344.73,56.65,22.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,547,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,2005,Wheat,3043834.0,22363249.44,7347.07,220.26,46.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,548,2026-01-14T09:30:34.632836
Argentina,ARG,South America,Upper middle income,2016,Soybeans,3139785.0,14909466.81,4748.56,91.99,45.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,549,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,2013,Wheat,3121748.0,25349273.44,8120.22,228.17,25.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,550,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2015,Soybeans,3640277.0,16725606.71,4594.6,105.71,44.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,551,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,2020,Rice,60623.0,390154.5,,73.28,29.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,552,2026-01-14T09:30:34.632836
Tanzania,TZA,Sub-Saharan Africa,Low income,2021,Rice,2325074.0,11062862.54,4758.07,21.7,14.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,553,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,1998,Wheat,4049812.0,24724953.27,6105.21,144.17,31.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,554,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,2013,Maize,2030823.0,13533118.34,,26.43,10.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,555,2026-01-14T09:30:34.632836
Egypt,EGY,North Africa,Lower middle income,2014,Rice,552936.0,2997968.94,5421.91,73.8,21.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,556,2026-01-14T09:30:34.632836
Uganda,UGA,Sub-Saharan Africa,Low income,2003,Maize,1022420.0,5203962.05,5089.85,15.87,6.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,557,2026-01-14T09:30:34.632836
Mali,MLI,Sub-Saharan Africa,Low income,2015,Rice,90673.0,306058.54,3375.41,29.6,6.8,Estimated value,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,558,2026-01-14T09:30:34.632836
United States,USA,North America,High income,2006,Wheat,1096047.0,6587386.82,6010.13,176.24,27.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,559,2026-01-14T09:30:34.632836
Argentina,ARG,South America,Upper middle income,2010,Wheat,1361703.0,6775311.47,4975.62,,36.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,560,2026-01-14T09:30:34.632836
Argentina,ARG,South America,Upper middle income,1999,Soybeans,3822509.0,11478292.82,3002.82,120.98,46.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,561,2026-01-14T09:30:34.632836
South Korea,KOR,East Asia,High income,2004,Rice,1436347.0,11375263.79,7919.58,194.7,48.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,562,2026-01-14T09:30:34.632836
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1993,Rice,1024960.0,4927390.82,4807.4,77.87,19.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,563,2026-01-14T09:30:34.632836
Egypt,EGY,North Africa,Lower middle income,2003,Soybeans,4241493.0,13509197.2,3185.01,61.89,24.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,564,2026-01-14T09:30:34.632836
Malawi,MWI,Sub-Saharan Africa,Low income,2015,Rice,814271.0,3824881.81,4697.31,27.26,10.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,565,2026-01-14T09:30:34.632836
Nepal,NPL,South Asia,Low income,2008,Soybeans,584966.0,1525567.08,2607.96,,10.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,566,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,2017,Rice,1810885.0,10496343.05,5796.25,75.13,22.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,567,2026-01-14T09:30:34.632836
Ukraine,UKR,Europe,Lower middle income,2004,Rice,1347029.0,6745587.76,5007.75,51.63,26.0,Estimated value,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,568,2026-01-14T09:30:34.632836
Egypt,EGY,North Africa,Lower middle income,2003,Wheat,1691436.0,,4934.58,49.73,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,569,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,1992,Soybeans,2120032.0,4258499.45,2008.7,39.71,28.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,570,2026-01-14T09:30:34.632836
Tanzania,TZA,Sub-Saharan Africa,Low income,1998,Maize,1465700.0,8068742.41,5505.04,11.97,11.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,571,2026-01-14T09:30:34.632836
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1993,Wheat,4438602.0,13884288.48,3128.08,67.45,35.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,572,2026-01-14T09:30:34.632836
Mexico,MEX,Central America,Upper middle income,2017,Soybeans,2202379.0,8967543.78,4071.75,118.84,15.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,573,2026-01-14T09:30:34.632836
United States,USA,North America,High income,1993,Wheat,709461.0,3874872.37,5461.71,164.51,35.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,574,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,2013,Soybeans,1090516.0,4519186.14,4144.08,235.07,48.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,575,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,2012,Soybeans,2004892.0,8097810.54,4039.03,197.22,69.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,576,2026-01-14T09:30:34.632836
Vietnam,VNM,Southeast Asia,Lower middle income,2005,Maize,1585453.0,13339414.28,8413.63,34.67,21.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,577,2026-01-14T09:30:34.632836
Nepal,NPL,South Asia,Low income,2018,Maize,1700349.0,7207406.1,,26.85,13.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,578,2026-01-14T09:30:34.632836
Morocco,MAR,North Africa,Lower middle income,1998,Wheat,1376044.0,4793785.19,3483.74,44.26,27.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,579,2026-01-14T09:30:34.632836
Thailand,THA,Southeast Asia,Upper middle income,2018,Soybeans,2570267.0,9239271.18,3594.67,104.56,31.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,580,2026-01-14T09:30:34.632836
Mexico,MEX,Central America,Upper middle income,2019,Rice,3248274.0,20411305.16,6283.74,86.84,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,581,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,Rice,97166.0,344371.74,3544.16,19.33,11.4,Estimated value,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,582,2026-01-14T09:30:34.632836
Morocco,MAR,North Africa,Lower middle income,1998,Rice,1672084.0,8364174.31,5002.25,78.26,26.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,583,2026-01-14T09:30:34.632836
Argentina,ARG,South America,Upper middle income,1992,Rice,3033759.0,16151389.15,5323.89,77.18,19.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,584,2026-01-14T09:30:34.632836
China,CHN,East Asia,Upper middle income,2023,Wheat,1504521.0,7946473.93,5281.73,91.73,36.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,585,2026-01-14T09:30:34.632836
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2023,Maize,3184591.0,20001713.87,6280.78,97.53,30.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,586,2026-01-14T09:30:34.632836
Bangladesh,BGD,South Asia,Lower middle income,2006,Maize,3335021.0,15223550.25,4564.75,61.18,29.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,587,2026-01-14T09:30:34.632836
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,Rice,532040.0,3755871.9,7059.38,99.04,23.3,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,588,2026-01-14T09:30:34.632836
Philippines,PHL,Southeast Asia,Lower middle income,1990,Rice,1384345.0,5575258.35,4027.36,62.48,24.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,589,2026-01-14T09:30:34.632836
China,CHN,East Asia,Upper middle income,2005,Wheat,3530188.0,20282773.39,5745.52,79.52,28.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,590,2026-01-14T09:30:34.632836
Pakistan,PAK,South Asia,Lower middle income,2009,Soybeans,4876910.0,9494776.51,,63.36,19.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,591,2026-01-14T09:30:34.632836
France,FRA,Europe,High income,2004,Soybeans,2384353.0,13175687.66,5525.9,136.82,33.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,592,2026-01-14T09:30:34.632836
Mali,MLI,Sub-Saharan Africa,Low income,2013,Maize,1308480.0,8246608.18,6302.43,22.87,15.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,593,2026-01-14T09:30:34.632836
Vietnam,VNM,Southeast Asia,Lower middle income,2006,Maize,3484621.0,28292970.99,8119.38,61.01,34.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,594,2026-01-14T09:30:34.632836
Canada,CAN,North America,High income,2022,Soybeans,3348814.0,21455564.16,6406.91,185.81,42.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,595,2026-01-14T09:30:34.632836
United Kingdom,GBR,Europe,High income,1992,Wheat,1884277.0,8274482.79,4391.33,159.34,40.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,596,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2013,Soybeans,4435024.0,19508661.87,4398.77,152.07,51.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,597,2026-01-14T09:30:34.632836
Philippines,PHL,Southeast Asia,Lower middle income,1991,Wheat,3529450.0,12283573.51,3480.31,69.85,31.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,598,2026-01-14T09:30:34.632836
Mexico,MEX,Central America,Upper middle income,2011,Wheat,1851005.0,7734566.02,4178.58,121.91,39.8,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,599,2026-01-14T09:30:34.632836
Mexico,MEX,Central America,Upper middle income,2009,Rice,3748915.0,23935395.8,6384.62,103.87,31.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,600,2026-01-14T09:30:34.632836
Morocco,MAR,North Africa,Lower middle income,2003,Wheat,2887572.0,9429523.27,3265.55,44.2,22.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,601,2026-01-14T09:30:34.632836
Japan,JPN,East Asia,High income,2020,Rice,3358073.0,37585931.75,11192.71,194.91,32.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,602,2026-01-14T09:30:34.632836
Malawi,MWI,Sub-Saharan Africa,Low income,2004,Maize,2139817.0,12340501.81,5767.08,28.96,12.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,603,2026-01-14T09:30:34.632836
Canada,CAN,North America,High income,2009,Maize,1984302.0,22806810.69,11493.62,215.24,45.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,604,2026-01-14T09:30:34.632836
Malawi,MWI,Sub-Saharan Africa,Low income,2023,Rice,102717.0,553656.99,5390.12,29.49,9.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,605,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2010,Maize,3716225.0,34668262.94,9328.89,86.51,23.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,606,2026-01-14T09:30:34.632836
Germany,DEU,Europe,High income,1991,Soybeans,576032.0,2286514.15,3969.42,162.93,39.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,607,2026-01-14T09:30:34.632836
China,CHN,East Asia,Upper middle income,2003,Wheat,2895445.0,13927986.55,4810.31,133.14,30.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,608,2026-01-14T09:30:34.632836
Indonesia,IDN,Southeast Asia,Lower middle income,2012,Wheat,4505334.0,18911704.5,4197.63,75.59,36.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,609,2026-01-14T09:30:34.632836
Canada,CAN,North America,High income,1996,Maize,1097762.0,8543856.16,7782.98,171.54,34.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,610,2026-01-14T09:30:34.632836
Ukraine,UKR,Europe,Lower middle income,1994,Soybeans,2695343.0,5038878.64,1869.48,70.68,44.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,611,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,1998,Soybeans,1900768.0,7213658.16,3795.13,120.05,53.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,612,2026-01-14T09:30:34.632836
Vietnam,VNM,Southeast Asia,Lower middle income,2011,Wheat,492406.0,2267840.05,,78.82,27.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,613,2026-01-14T09:30:34.632836
Kenya,KEN,Sub-Saharan Africa,Low income,2007,Wheat,1493154.0,6328628.91,4238.43,29.23,8.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,614,2026-01-14T09:30:34.632836
United States,USA,North America,High income,2008,Maize,3971177.0,59236633.33,14916.64,123.21,34.2,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,615,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,2017,Maize,187540.0,1395000.71,7438.42,25.72,11.0,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,616,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2001,Wheat,695202.0,2473490.2,3557.94,105.48,35.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,617,2026-01-14T09:30:34.632836
India,IND,South Asia,Lower middle income,2023,Rice,2295326.0,17860617.64,7781.3,66.44,31.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,618,2026-01-14T09:30:34.632836
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2018,Rice,3690293.0,25860280.47,7007.65,129.89,40.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,619,2026-01-14T09:30:34.632836
China,CHN,East Asia,Upper middle income,2022,Soybeans,1099738.0,5986207.97,5443.3,165.47,32.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,620,2026-01-14T09:30:34.632836
Ethiopia,ETH,Sub-Saharan Africa,Low income,2023,Maize,1106986.0,6458970.94,5834.74,33.4,8.9,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,621,2026-01-14T09:30:34.632836
Morocco,MAR,North Africa,Lower middle income,2023,Maize,1495159.0,14815516.0,9908.99,71.69,19.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,622,2026-01-14T09:30:34.632836
Mali,MLI,Sub-Saharan Africa,Low income,2012,Maize,837113.0,4647381.94,5551.68,13.27,6.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,623,2026-01-14T09:30:34.632836
Mali,MLI,Sub-Saharan Africa,Low income,2010,Maize,1437612.0,10761461.74,7485.65,29.29,9.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,624,2026-01-14T09:30:34.632836
Nepal,NPL,South Asia,Low income,2017,Soybeans,852081.0,2468526.01,2897.06,31.13,,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,625,2026-01-14T09:30:34.632836
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1996,Wheat,3983744.0,17015224.66,4271.16,75.68,12.1,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,626,2026-01-14T09:30:34.632836
Morocco,MAR,North Africa,Lower middle income,2017,Wheat,4139621.0,22448939.0,,84.2,18.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,627,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2000,Soybeans,2825977.0,10395556.65,3678.57,79.36,29.7,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,628,2026-01-14T09:30:34.632836
Nepal,NPL,South Asia,Low income,2021,Rice,1422624.0,6616697.6,4651.05,31.71,7.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,629,2026-01-14T09:30:34.632836
Brazil,BRA,South America,Upper middle income,2001,Rice,2286400.0,13870482.25,6066.52,126.62,49.4,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,630,2026-01-14T09:30:34.632836
Australia,AUS,Oceania,High income,2002,Wheat,1377132.0,11384024.45,8266.47,174.76,52.6,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,631,2026-01-14T09:30:34.632836
Tanzania,TZA,Sub-Saharan Africa,Low income,1997,Rice,2080307.0,7740741.43,3720.96,13.51,7.5,,crop_production_1990_2023.csv,crop_production,2026-01-14T09:30:34.526458,632,2026-01-14T09:30:34.632836
