Country,ISO3_Code,Region,Income_Group,Year,Crop,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,Fertilizer_Use_Kg_Ha,Irrigation_Pct,Notes,_source_file,_source_name,_extracted_at,_row_num,_cleaned_at
South Korea,KOR,East Asia,High income,2020,Soybeans,1284891.0,8425821.72,6557.62,135.22,37.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,359,2026-01-14T09:30:23.746169
Viet Nam,VNM,Southeast Asia,Lower middle income,1990,Soybeans,4229973.0,10306195.29,2436.47,63.08,23.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,360,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,Maize,1433773.0,11575963.65,8073.78,129.83,24.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,361,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2008,Soybeans,3758353.0,11970603.6,3185.07,89.14,28.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,362,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2019,Rice,4454715.0,23465462.47,5267.56,84.57,22.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,363,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2006,Soybeans,5089871.0,20201852.88,3969.03,116.04,33.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,364,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2018,Soybeans,4318210.0,9672553.41,2239.95,104.57,37.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,365,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2006,Maize,4327469.0,30452720.07,7037.07,85.2,36.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,366,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2023,Wheat,1776838.0,7219160.84,4062.93,29.19,5.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,367,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2010,Wheat,4585850.0,28866211.94,6294.63,115.88,39.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,368,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,Maize,3854633.0,40647873.74,10545.2,126.35,31.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,369,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,2016,Soybeans,2812750.0,15587227.14,5541.63,180.85,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,370,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2013,Rice,2694365.0,15384786.19,5709.99,90.88,23.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,371,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,1996,Rice,631512.0,3223277.86,5104.06,64.91,21.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,372,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2001,Maize,2692743.0,12730874.11,4727.85,30.12,10.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,373,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,1997,Soybeans,2552125.0,4663699.56,1827.38,90.58,36.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,374,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,1991,Rice,2308816.0,14885110.72,6447.08,144.52,28.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,375,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2022,Soybeans,4968877.0,27089610.22,5451.86,196.06,23.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,376,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,1998,Wheat,600633.0,2084169.92,3469.96,50.99,12.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,377,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,1999,Maize,3615651.0,22105677.21,6113.89,54.46,23.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,378,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,1996,Wheat,3054041.0,9392026.8,3075.28,50.21,21.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,379,2026-01-14T09:30:23.746169
Mali,MLI,Sub-Saharan Africa,Low income,1992,Rice,2582395.0,7844982.98,3037.87,25.36,7.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,380,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2012,Soybeans,157653.0,,2810.33,26.19,11.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,381,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2011,Maize,1591393.0,14071836.79,8842.46,235.37,44.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,382,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2010,Soybeans,1418830.0,3138683.23,2212.16,13.25,5.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,383,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2017,Rice,74610.0,828909.6,11109.9,272.54,30.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,384,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,1995,Soybeans,2905737.0,6841701.72,2354.55,80.04,40.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,385,2026-01-14T09:30:23.746169
UK,GBR,Europe,High income,2018,Maize,2203865.0,29805911.86,13524.38,226.38,32.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,386,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,1994,Soybeans,2125888.0,3123040.6,1469.05,24.34,11.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,387,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2019,Rice,907295.0,4348297.94,,29.98,9.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,388,2026-01-14T09:30:23.746169
United States,USA,North America,High income,1996,Soybeans,627702.0,2149647.94,3424.63,146.53,22.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,389,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2003,Wheat,1344365.0,5138897.96,3822.55,75.76,25.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,390,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2004,Rice,591375.0,3200686.8,5412.28,54.03,31.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,391,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,2002,Rice,3581344.0,27019093.69,7544.4,135.65,37.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,392,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,1994,Wheat,66762.0,180809.73,2708.27,26.5,2.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,393,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2012,Soybeans,2555629.0,10116767.93,3958.62,64.95,7.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,394,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2007,Wheat,3498184.0,24092722.28,6887.21,207.93,37.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,395,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,1997,Maize,920941.0,8558645.74,9293.37,175.47,39.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,396,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,1992,Wheat,3188855.0,10251908.99,3214.92,77.18,19.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,397,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2017,Rice,1970872.0,16755690.84,8501.66,,19.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,398,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2011,Wheat,4987232.0,37607349.01,,201.06,29.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,399,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2019,Soybeans,1342461.0,8303812.61,6185.51,186.65,30.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,400,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2001,Wheat,70733.0,244541.7,3457.25,22.71,6.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,401,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2015,Wheat,4095635.0,16912558.66,4129.41,90.42,38.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,402,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2007,Rice,2601201.0,21168716.41,8138.05,188.6,43.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,403,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,1997,Rice,1424768.0,5241833.95,3679.08,20.18,10.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,404,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,1991,Rice,444095.0,2668320.62,6008.45,134.2,33.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,405,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2012,Rice,2391391.0,18620032.6,7786.28,143.2,19.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,406,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2013,Wheat,3420372.0,16900411.35,4941.1,139.87,28.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,407,2026-01-14T09:30:23.746169
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,Wheat,1380997.0,4164582.52,3015.63,70.81,34.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,408,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2009,Wheat,2006757.0,10297371.37,5131.35,250.74,40.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,409,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,1991,Rice,657932.0,2862971.04,4351.47,55.86,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,410,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2000,Wheat,1001604.0,2431534.47,2427.64,42.08,17.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,411,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,1999,Wheat,2965444.0,15707486.83,5296.84,114.61,26.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,412,2026-01-14T09:30:23.746169
United States of America,USA,North America,High income,2019,Wheat,5220809.0,30032896.27,5752.54,189.07,54.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,413,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2023,Wheat,4642381.0,26773762.68,5767.25,186.26,27.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,414,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,2002,Soybeans,5209132.0,,,165.32,,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,415,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2018,Maize,1453907.0,4691164.66,3226.59,27.15,8.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,416,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2010,Wheat,1408771.0,3380322.12,2399.48,29.8,8.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,417,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2010,Wheat,2757594.0,8575884.08,3109.92,30.23,11.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,418,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,1995,Wheat,2751271.0,10216093.18,3713.23,58.37,25.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,419,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1991,Wheat,4058317.0,19894276.5,4902.1,102.82,42.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,420,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2023,Rice,2673936.0,18462399.01,6904.58,68.58,13.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,421,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,1990,Wheat,1023927.0,2182536.57,2131.54,33.14,12.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,422,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2001,Soybeans,2895522.0,15909512.92,5494.52,133.55,38.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,423,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2000,Wheat,553773.0,,4069.55,57.79,15.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,424,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2005,Wheat,4651983.0,18794973.7,4040.21,56.03,11.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,425,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2004,Rice,742077.0,5526116.98,7446.82,94.84,36.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,426,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,2009,Maize,159135.0,1258322.02,7907.26,72.79,8.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,427,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2004,Maize,1258649.0,6904830.39,5485.91,19.07,10.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,428,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2021,Rice,991632.0,7220131.98,7281.06,50.0,39.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,429,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2008,Maize,3639535.0,29060572.81,7984.69,199.44,45.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,430,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2000,Rice,2160793.0,12260147.1,5673.91,61.42,27.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,431,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2008,Maize,4351020.0,40395353.04,9284.11,73.63,24.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,432,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2019,Maize,1526213.0,10082539.24,6606.25,19.52,7.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,433,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,1993,Maize,1596379.0,8435740.17,5284.3,98.55,19.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,434,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,1998,Wheat,3348303.0,14874798.83,4442.49,135.87,30.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,435,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,1995,Maize,2294521.0,9506263.04,4143.03,14.92,14.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,436,2026-01-14T09:30:23.746169
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2005,Rice,1888158.0,8378173.61,4437.22,74.38,25.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,437,2026-01-14T09:30:23.746169
Mali,MLI,Sub-Saharan Africa,Low income,1998,Maize,752330.0,2303894.66,3062.35,19.91,7.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,438,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2003,Soybeans,4959123.0,14749051.11,2974.12,52.9,25.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,439,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,1992,Rice,2191536.0,15281825.88,6973.11,159.01,48.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,440,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2004,Wheat,1514441.0,8034273.67,5305.11,116.88,25.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,441,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2008,Wheat,1665640.0,6962971.47,4180.36,77.83,16.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,442,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,2004,Wheat,3602668.0,20409208.88,5665.03,88.24,22.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,443,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2016,Soybeans,473788.0,1844700.03,3893.51,121.76,35.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,444,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2008,Maize,2471259.0,10598518.33,,20.32,7.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,445,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2001,Soybeans,1802918.0,6029306.16,3344.19,110.0,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,446,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,1992,Wheat,3312780.0,11203754.49,3381.98,55.8,16.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,447,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,2018,Rice,779016.0,3506603.07,4501.32,6.99,16.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,448,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,Wheat,3776181.0,26454519.68,7005.63,100.15,35.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,449,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,2013,Maize,655677.0,,6296.91,23.55,9.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,450,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,1991,Rice,2465871.0,8231987.02,3338.37,15.82,13.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,451,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2016,Soybeans,4664337.0,21023331.25,4507.25,139.55,32.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,452,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2017,Wheat,1024793.0,3647316.89,3559.08,28.41,10.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,453,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2011,Wheat,2323638.0,13022633.67,5604.42,,38.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,454,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,1999,Maize,2399171.0,13740030.29,5726.99,44.3,25.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,455,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2012,Rice,549350.0,2705088.14,4924.16,20.43,8.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,456,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2015,Rice,4394002.0,20778742.79,4728.89,87.55,17.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,457,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2008,Maize,359690.0,2146604.1,5967.93,162.1,33.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,458,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2006,Wheat,1870265.0,9946265.13,,129.68,6.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,459,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2016,Soybeans,359059.0,1677861.86,4672.94,147.9,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,460,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2015,Rice,249260.0,1466055.63,5881.63,73.69,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,461,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2014,Wheat,1754672.0,6365886.07,3627.96,63.69,20.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,462,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2019,Rice,2646489.0,25877472.65,9778.04,174.49,36.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,463,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2023,Maize,1800453.0,15984384.27,8877.98,155.61,33.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,464,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2010,Maize,1541992.0,10595518.03,6871.32,18.38,9.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,465,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2007,Soybeans,3052922.0,8952495.92,2932.44,182.91,38.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,466,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2009,Maize,2773853.0,21389893.38,7711.26,78.87,19.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,467,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,1996,Soybeans,1515714.0,1902890.51,1255.44,21.94,13.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,468,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2014,Maize,115981.0,889662.44,7670.76,137.17,37.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,469,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2016,Wheat,2916141.0,19114371.26,6554.68,62.53,33.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,470,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2004,Soybeans,2314058.0,7796171.14,3369.05,188.61,46.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,471,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,1991,Maize,2723327.0,14134588.94,5190.19,71.33,38.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,472,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,1996,Rice,3196305.0,20273912.97,,207.66,48.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,473,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2022,Rice,2754158.0,22217634.93,8066.94,149.37,26.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,474,2026-01-14T09:30:23.746169
USA,USA,North America,High income,2011,Maize,3061578.0,29529462.17,,194.46,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,475,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,Maize,738059.0,4301353.82,5827.93,12.47,13.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,476,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2007,Wheat,3443528.0,22040362.32,6400.52,120.24,20.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,477,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,1994,Maize,389181.0,1479749.08,3802.21,18.97,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,478,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2015,Maize,377759.0,3329175.8,8812.96,58.24,24.7,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,479,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,1991,Maize,4647249.0,32135615.73,6914.98,58.17,22.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,480,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2014,Wheat,5278522.0,22487883.77,4260.26,81.98,23.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,481,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2022,Maize,401822.0,6712952.98,16706.29,250.49,23.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,482,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2002,Maize,1061476.0,6792283.41,6398.9,106.56,30.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,483,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,1997,Maize,2711215.0,18545304.25,6840.22,51.13,16.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,484,2026-01-14T09:30:23.746169
